"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] AlbumTitleComparatorLevenshteinLowerCase record1Value","[0] AlbumTitleComparatorLevenshteinLowerCase record2Value","[0] AlbumTitleComparatorLevenshteinLowerCase record1PreprocessedValue","[0] AlbumTitleComparatorLevenshteinLowerCase record2PreprocessedValue","[0] AlbumTitleComparatorLevenshteinLowerCase similarity","[0] AlbumTitleComparatorLevenshteinLowerCase postproccesedSimilarity"
"LinearCombinationMatchingRule","WDC_45159","MB_78682","0.5",,"stacca","stages","stacca","stages","0.5","0.5"
"LinearCombinationMatchingRule","WDC_31381","MB_56050","0.4285714285714286",,"alberte","alive","alberte","alive","0.4285714285714286","0.4285714285714286"
"LinearCombinationMatchingRule","WDC_6481","MB_31074","0.4418604651162791",,"the best of chubby checker 1959-1963","the best of the penguins: the mercury years","the best of chubby checker 1959-1963","the best of the penguins: the mercury years","0.4418604651162791","0.4418604651162791"
"LinearCombinationMatchingRule","WDC_33741","MB_27784","0.33333333333333337",,"parachute","patchwork","parachute","patchwork","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_37955","MB_54441","0.2857142857142857",,"smiling","smash","smiling","smash","0.2857142857142857","0.2857142857142857"
"LinearCombinationMatchingRule","WDC_285","MB_27924","0.30000000000000004",,"mother","moneysutra","mother","moneysutra","0.30000000000000004","0.30000000000000004"
"LinearCombinationMatchingRule","WDC_19980","MB_29256","0.2857142857142857",,"mimikra","misty","mimikra","misty","0.2857142857142857","0.2857142857142857"
"LinearCombinationMatchingRule","WDC_28067","MB_61611","0.5555555555555556",,"harbour","harbinger","harbour","harbinger","0.5555555555555556","0.5555555555555556"
"LinearCombinationMatchingRule","WDC_12506","MB_77011","0.4375",,"back in the game","back in the house (u can see it)","back in the game","back in the house (u can see it)","0.4375","0.4375"
"LinearCombinationMatchingRule","WDC_1953","MB_64066","0.2222222222222222",,"christmas","change","christmas","change","0.2222222222222222","0.2222222222222222"
"LinearCombinationMatchingRule","WDC_29421","MB_5547","0.28846153846153844",,"steady.pt.2(attack of the youth) [feat. erykah badu]","star of the grand ole opry","steady.pt.2(attack of the youth) [feat. erykah badu]","star of the grand ole opry","0.28846153846153844","0.28846153846153844"
"LinearCombinationMatchingRule","WDC_13573","MB_38423","0.33333333333333337",,"precious","pro★whoa!","precious","pro★whoa!","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_24664","MB_16389","0.5",,"the best of bob marley and the wailers","the best of bob dylan","the best of bob marley and the wailers","the best of bob dylan","0.5","0.5"
"LinearCombinationMatchingRule","WDC_2866","MB_12008","1.0",,"devotion","devotion","devotion","devotion","1.0","1.0"
"LinearCombinationMatchingRule","WDC_31029","MB_55837","1.0",,"greatest hits","greatest hits","greatest hits","greatest hits","1.0","1.0"
"LinearCombinationMatchingRule","WDC_17090","MB_43748","0.33333333333333337",,"free","fragments","free","fragments","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_19767","MB_52582","0.25",,"machines","mamacita","machines","mamacita","0.25","0.25"
"LinearCombinationMatchingRule","WDC_11795","MB_4155","0.19999999999999996",,"throwing copper","the collection","throwing copper","the collection","0.19999999999999996","0.19999999999999996"
"LinearCombinationMatchingRule","WDC_2676","MB_45822","0.2857142857142857",,"calypso","caravan","calypso","caravan","0.2857142857142857","0.2857142857142857"
"LinearCombinationMatchingRule","WDC_36144","MB_52739","0.5555555555555556",,"the best of the early years","the best of george shearing","the best of the early years","the best of george shearing","0.5555555555555556","0.5555555555555556"
"LinearCombinationMatchingRule","WDC_42222","MB_10413","0.33333333333333337",,"rest","rennen","rest","rennen","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_16511","MB_55835","1.0",,"the ultimate collection","the ultimate collection","the ultimate collection","the ultimate collection","1.0","1.0"
"LinearCombinationMatchingRule","WDC_16511","MB_53415","1.0",,"the ultimate collection","the ultimate collection","the ultimate collection","the ultimate collection","1.0","1.0"
"LinearCombinationMatchingRule","WDC_31489","MB_26625","0.25",,"space","spoonman","space","spoonman","0.25","0.25"
"LinearCombinationMatchingRule","WDC_6408","MB_77489","0.38235294117647056",,"the best of the hollies","the bells of christmas chime again","the best of the hollies","the bells of christmas chime again","0.38235294117647056","0.38235294117647056"
"LinearCombinationMatchingRule","WDC_33216","MB_25923","0.33333333333333337",,"seeds","secret","seeds","secret","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_38542","MB_1264","1.0",,"st. jude","st. jude","st. jude","st. jude","1.0","1.0"
"LinearCombinationMatchingRule","WDC_29116","MB_71431","0.33333333333333337",,"the best of nelly furtado (international version)","the best of joe walsh and the james gang (1969 - 1974)","the best of nelly furtado (international version)","the best of joe walsh and the james gang (1969 - 1974)","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_8862","MB_67171","0.25",,"baduizm","battlefields","baduizm","battlefields","0.25","0.25"
"LinearCombinationMatchingRule","WDC_34409","MB_2621","0.33333333333333337",,"corazones","compass","corazones","compass","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_27952","MB_48484","0.36363636363636365",,"unglaublich","unguarded","unglaublich","unguarded","0.36363636363636365","0.36363636363636365"
"LinearCombinationMatchingRule","WDC_31632","MB_12525","0.7391304347826086",,"the very best of vol. 2","the very best of sandra","the very best of vol. 2","the very best of sandra","0.7391304347826086","0.7391304347826086"
"LinearCombinationMatchingRule","WDC_42222","MB_10414","0.33333333333333337",,"rest","rennen","rest","rennen","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_44424","MB_27924","0.30000000000000004",,"more","moneysutra","more","moneysutra","0.30000000000000004","0.30000000000000004"
"LinearCombinationMatchingRule","WDC_37245","MB_26883","0.41860465116279066",,"the best of nelly furtado (spanish version)","the best of dee dee sharp","the best of nelly furtado (spanish version)","the best of dee dee sharp","0.41860465116279066","0.41860465116279066"
"LinearCombinationMatchingRule","WDC_34014","MB_73133","0.6",,"aya!!","aya","aya!!","aya","0.6","0.6"
"LinearCombinationMatchingRule","WDC_31168","MB_11092","0.33333333333333337",,"sylvester","syukur","sylvester","syukur","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_23052","MB_24771","0.2222222222222222",,"unplugged","unspell","unplugged","unspell","0.2222222222222222","0.2222222222222222"
"LinearCombinationMatchingRule","WDC_33151","MB_24404","0.33333333333333337",,"sunnyland","sugarbaby","sunnyland","sugarbaby","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_37852","MB_36906","0.5714285714285714",,"octopus","october","octopus","october","0.5714285714285714","0.5714285714285714"
"LinearCombinationMatchingRule","WDC_36526","MB_61842","0.33333333333333337",,"lookingglasself","loosies","lookingglasself","loosies","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_33830","MB_22924","0.19999999999999996",,"sinner","simplicity","sinner","simplicity","0.19999999999999996","0.19999999999999996"
"LinearCombinationMatchingRule","WDC_16665","MB_25354","0.8",,"listen to the sounds","listen to the drums","listen to the sounds","listen to the drums","0.8","0.8"
"LinearCombinationMatchingRule","WDC_30072","MB_13313","0.33333333333333337",,"connected","confinés","connected","confinés","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_34863","MB_29653","0.4285714285714286",,"someone","solos","someone","solos","0.4285714285714286","0.4285714285714286"
"LinearCombinationMatchingRule","WDC_37560","MB_29200","0.2857142857142857",,"compton","colours","compton","colours","0.2857142857142857","0.2857142857142857"
"LinearCombinationMatchingRule","WDC_37624","MB_29799","0.25",,"radlands","ra","radlands","ra","0.25","0.25"
"LinearCombinationMatchingRule","WDC_26837","MB_78042","0.33333333333333337",,"shelly","shine","shelly","shine","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_2295","MB_17229","0.6206896551724138",,"the very best of william bell","the very best of baron","the very best of william bell","the very best of baron","0.6206896551724138","0.6206896551724138"
"LinearCombinationMatchingRule","WDC_41054","MB_73089","0.5833333333333333",,"the best of bobby rydell","the best of the west","the best of bobby rydell","the best of the west","0.5833333333333333","0.5833333333333333"
"LinearCombinationMatchingRule","WDC_8424","MB_25101","0.33333333333333337",,"discovery","diva","discovery","diva","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_30648","MB_40074","0.2222222222222222",,"contact","corridors","contact","corridors","0.2222222222222222","0.2222222222222222"
"LinearCombinationMatchingRule","WDC_19475","MB_58176","0.33333333333333337",,"saosin","salt","saosin","salt","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_44709","MB_74827","0.30188679245283023",,"the very best of newton faulkner... so far (explicit)","the very best of","the very best of newton faulkner... so far (explicit)","the very best of","0.30188679245283023","0.30188679245283023"
"LinearCombinationMatchingRule","WDC_185","MB_67028","0.17647058823529416",,"struggling","stacheldrahtmörda","struggling","stacheldrahtmörda","0.17647058823529416","0.17647058823529416"
"LinearCombinationMatchingRule","WDC_43522","MB_2936","0.4444444444444444",,"heartbeat","heroes","heartbeat","heroes","0.4444444444444444","0.4444444444444444"
"LinearCombinationMatchingRule","WDC_3072","MB_51250","0.43137254901960786",,"the very best of otis redding","the very best of frankie valli and the four seasons","the very best of otis redding","the very best of frankie valli and the four seasons","0.43137254901960786","0.43137254901960786"
"LinearCombinationMatchingRule","WDC_16141","MB_43366","0.375",,"stronger","stacked","stronger","stacked","0.375","0.375"
"LinearCombinationMatchingRule","WDC_16141","MB_43365","0.375",,"stronger","stacked","stronger","stacked","0.375","0.375"
"LinearCombinationMatchingRule","WDC_4418","MB_65976","0.4",,"protection","pretender","protection","pretender","0.4","0.4"
"LinearCombinationMatchingRule","WDC_706","MB_53306","0.5555555555555556",,"enniomore","encore","enniomore","encore","0.5555555555555556","0.5555555555555556"
"LinearCombinationMatchingRule","WDC_4754","MB_60275","0.41666666666666663",,"intelligence","intensity","intelligence","intensity","0.41666666666666663","0.41666666666666663"
"LinearCombinationMatchingRule","WDC_14515","MB_44411","0.34782608695652173",,"the very best of frankie valli & the 4 seasons","the very best of","the very best of frankie valli & the 4 seasons","the very best of","0.34782608695652173","0.34782608695652173"
"LinearCombinationMatchingRule","WDC_26987","MB_12137","0.5",,"unkind","unity","unkind","unity","0.5","0.5"
"LinearCombinationMatchingRule","WDC_20821","MB_77947","1.0",,"greatest hits","greatest hits","greatest hits","greatest hits","1.0","1.0"
"LinearCombinationMatchingRule","WDC_1273","MB_39638","0.2857142857142857",,"goo","goliath","goo","goliath","0.2857142857142857","0.2857142857142857"
"LinearCombinationMatchingRule","WDC_16308","MB_32645","0.3695652173913043",,"the best of 50s english artists: eddie cochran","the best of jimmy roselli","the best of 50s english artists: eddie cochran","the best of jimmy roselli","0.3695652173913043","0.3695652173913043"
"LinearCombinationMatchingRule","WDC_4505","MB_3614","0.5",,"hits","high","hits","high","0.5","0.5"
"LinearCombinationMatchingRule","WDC_37741","MB_4140","0.2857142857142857",,"anchor","animals","anchor","animals","0.2857142857142857","0.2857142857142857"
"LinearCombinationMatchingRule","WDC_9442","MB_37904","1.0",,"greatest hits","greatest hits","greatest hits","greatest hits","1.0","1.0"
"LinearCombinationMatchingRule","WDC_44562","MB_19442","0.5",,"brainswarm","brain","brainswarm","brain","0.5","0.5"
"LinearCombinationMatchingRule","WDC_43499","MB_6105","0.33333333333333337",,"rammstein","rampant","rammstein","rampant","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_43499","MB_6104","0.2222222222222222",,"rammstein","razamanaz","rammstein","razamanaz","0.2222222222222222","0.2222222222222222"
"LinearCombinationMatchingRule","WDC_35387","MB_18705","0.19999999999999996",,"rajaportti","ramu","rajaportti","ramu","0.19999999999999996","0.19999999999999996"
"LinearCombinationMatchingRule","WDC_13215","MB_51084","0.33333333333333337",,"the very best of van halen (uk release) (uk release [explicit])","the very best of yanni","the very best of van halen (uk release) (uk release [explicit])","the very best of yanni","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_22286","MB_37360","0.36363636363636365",,"radioactive","radlands","radioactive","radlands","0.36363636363636365","0.36363636363636365"
"LinearCombinationMatchingRule","WDC_31337","MB_1489","0.30000000000000004",,"sheila","shaghayegh","sheila","shaghayegh","0.30000000000000004","0.30000000000000004"
"LinearCombinationMatchingRule","WDC_19189","MB_37905","0.5",,"the very best of albert king","the very best of john michael montgomery","the very best of albert king","the very best of john michael montgomery","0.5","0.5"
"LinearCombinationMatchingRule","WDC_33205","MB_75054","0.5263157894736843",,"the very best of kiss","the very best of elisabeth schwarzkopf","the very best of kiss","the very best of elisabeth schwarzkopf","0.5263157894736843","0.5263157894736843"
"LinearCombinationMatchingRule","WDC_7562","MB_14770","0.25",,"desahogo","demi","desahogo","demi","0.25","0.25"
"LinearCombinationMatchingRule","WDC_37548","MB_6105","0.2727272727272727",,"rainwatcher","rampant","rainwatcher","rampant","0.2727272727272727","0.2727272727272727"
"LinearCombinationMatchingRule","WDC_42369","MB_50603","0.19999999999999996",,"revelation","retrospect","revelation","retrospect","0.19999999999999996","0.19999999999999996"
"LinearCombinationMatchingRule","WDC_43346","MB_24623","0.19999999999999996",,"worshipper","wonderland","worshipper","wonderland","0.19999999999999996","0.19999999999999996"
"LinearCombinationMatchingRule","WDC_32379","MB_40915","0.19999999999999996",,"me","metaldrone","me","metaldrone","0.19999999999999996","0.19999999999999996"
"LinearCombinationMatchingRule","WDC_32379","MB_40917","0.19999999999999996",,"me","metaldrone","me","metaldrone","0.19999999999999996","0.19999999999999996"
"LinearCombinationMatchingRule","WDC_36088","MB_77803","0.2857142857142857",,"dancing","dale","dancing","dale","0.2857142857142857","0.2857142857142857"
"LinearCombinationMatchingRule","WDC_25888","MB_30990","0.5",,"princesa","protest","princesa","protest","0.5","0.5"
"LinearCombinationMatchingRule","WDC_22352","MB_58252","0.4",,"regen","relentless","regen","relentless","0.4","0.4"
"LinearCombinationMatchingRule","WDC_9718","MB_8079","0.5769230769230769",,"the best of tevin campbell","the best of johnny cash","the best of tevin campbell","the best of johnny cash","0.5769230769230769","0.5769230769230769"
"LinearCombinationMatchingRule","WDC_4288","MB_73089","0.5517241379310345",,"the best of tv & movie themes","the best of the west","the best of tv & movie themes","the best of the west","0.5517241379310345","0.5517241379310345"
"LinearCombinationMatchingRule","WDC_14617","MB_63165","0.2222222222222222",,"drukqs","dragonfly","drukqs","dragonfly","0.2222222222222222","0.2222222222222222"
"LinearCombinationMatchingRule","WDC_2893","MB_3216","0.5277777777777778",,"the very best of cream","the very best of the everly brothers","the very best of cream","the very best of the everly brothers","0.5277777777777778","0.5277777777777778"
"LinearCombinationMatchingRule","WDC_26032","MB_10378","0.33333333333333337",,"sunday","subsequently","sunday","subsequently","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_14176","MB_70981","0.5",,"compton","commitment","compton","commitment","0.5","0.5"
"LinearCombinationMatchingRule","WDC_29122","MB_42023","0.45833333333333337",,"the best of","the best of shelly manne","the best of","the best of shelly manne","0.45833333333333337","0.45833333333333337"
"LinearCombinationMatchingRule","WDC_3706","MB_30245","0.875",,"troubles","trouble","troubles","trouble","0.875","0.875"
"LinearCombinationMatchingRule","WDC_10968","MB_59773","0.5769230769230769",,"the best of jon & vangelis","the best of the trammps","the best of jon & vangelis","the best of the trammps","0.5769230769230769","0.5769230769230769"
"LinearCombinationMatchingRule","WDC_21451","MB_39263","1.0",,"melody","melody","melody","melody","1.0","1.0"
"LinearCombinationMatchingRule","WDC_41513","MB_16161","0.47619047619047616",,"i wanna be a rockstar","i wanna be","i wanna be a rockstar","i wanna be","0.47619047619047616","0.47619047619047616"
"LinearCombinationMatchingRule","WDC_4550","MB_73343","0.3414634146341463",,"the best of pantera: far beyond the great southern cowboy's vulgar hits (explicit)","the best of sonny & cher: the beat goes on","the best of pantera: far beyond the great southern cowboy's vulgar hits (explicit)","the best of sonny & cher: the beat goes on","0.3414634146341463","0.3414634146341463"
"LinearCombinationMatchingRule","WDC_23281","MB_67325","0.7272727272727273",,"with you","without you","with you","without you","0.7272727272727273","0.7272727272727273"
"LinearCombinationMatchingRule","WDC_8387","MB_47938","0.5",,"hope","howl","hope","howl","0.5","0.5"
"LinearCombinationMatchingRule","WDC_15322","MB_14549","0.30000000000000004",,"superman","submission","superman","submission","0.30000000000000004","0.30000000000000004"
"LinearCombinationMatchingRule","WDC_40722","MB_41132","0.39534883720930236",,"the best of 50s english artists: bo diddley","the best of the jerky boys","the best of 50s english artists: bo diddley","the best of the jerky boys","0.39534883720930236","0.39534883720930236"
"LinearCombinationMatchingRule","WDC_41202","MB_18000","0.2727272727272727",,"singularity","silver","singularity","silver","0.2727272727272727","0.2727272727272727"
"LinearCombinationMatchingRule","WDC_4721","MB_51774","0.2727272727272727",,"rendez-vous","release","rendez-vous","release","0.2727272727272727","0.2727272727272727"
"LinearCombinationMatchingRule","WDC_8586","MB_46926","0.40476190476190477",,"the best of 50s english artists: sam cooke","the best of audio adrenaline","the best of 50s english artists: sam cooke","the best of audio adrenaline","0.40476190476190477","0.40476190476190477"
"LinearCombinationMatchingRule","WDC_21041","MB_20782","0.33333333333333337",,"sextet","sexurreccion","sextet","sexurreccion","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_11865","MB_80112","1.0",,"greatest hits","greatest hits","greatest hits","greatest hits","1.0","1.0"
"LinearCombinationMatchingRule","WDC_29661","MB_4575","0.30000000000000004",,"tenorshoes","tegar","tenorshoes","tegar","0.30000000000000004","0.30000000000000004"
"LinearCombinationMatchingRule","WDC_2393","MB_57633","0.33333333333333337",,"chinatown","choose","chinatown","choose","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_17574","MB_36834","0.33333333333333337",,"tonic","tomboy","tonic","tomboy","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_7841","MB_26043","0.33333333333333337",,"maxi","mantra","maxi","mantra","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_16987","MB_57107","0.2727272727272727",,"pandorum","painkillers","pandorum","painkillers","0.2727272727272727","0.2727272727272727"
"LinearCombinationMatchingRule","WDC_45159","MB_10461","0.5",,"stacca","star","stacca","star","0.5","0.5"
"LinearCombinationMatchingRule","WDC_26717","MB_14301","0.4",,"discoteque","dilate","discoteque","dilate","0.4","0.4"
"LinearCombinationMatchingRule","WDC_37284","MB_70755","0.2857142857142857",,"sailing","savages","sailing","savages","0.2857142857142857","0.2857142857142857"
"LinearCombinationMatchingRule","WDC_7102","MB_55840","1.0",,"greatest hits","greatest hits","greatest hits","greatest hits","1.0","1.0"
"LinearCombinationMatchingRule","WDC_13483","MB_29883","0.2222222222222222",,"seed","searching","seed","searching","0.2222222222222222","0.2222222222222222"
"LinearCombinationMatchingRule","WDC_14568","MB_54395","0.375",,"delicias","destiny","delicias","destiny","0.375","0.375"
"LinearCombinationMatchingRule","WDC_38698","MB_27871","0.4390243902439024",,"the best of chuck willis","the best of surface: a nice time 4 lovin'","the best of chuck willis","the best of surface: a nice time 4 lovin'","0.4390243902439024","0.4390243902439024"
"LinearCombinationMatchingRule","WDC_44606","MB_53054","1.0",,"live from london","live from london","live from london","live from london","1.0","1.0"
"LinearCombinationMatchingRule","WDC_27222","MB_73698","0.5",,"oxygen","oxymoron","oxygen","oxymoron","0.5","0.5"
"LinearCombinationMatchingRule","WDC_27222","MB_73699","0.5",,"oxygen","oxymoron","oxygen","oxymoron","0.5","0.5"
"LinearCombinationMatchingRule","WDC_44704","MB_55599","0.4545454545454546",,"mondegreen","moonlighter","mondegreen","moonlighter","0.4545454545454546","0.4545454545454546"
"LinearCombinationMatchingRule","WDC_5926","MB_53984","1.0",,"the very best of","the very best of","the very best of","the very best of","1.0","1.0"
"LinearCombinationMatchingRule","WDC_3237","MB_5054","0.26190476190476186",,"the beauty of simplicity","the best of lou donaldson vol. 1 1957-1967","the beauty of simplicity","the best of lou donaldson vol. 1 1957-1967","0.26190476190476186","0.26190476190476186"
"LinearCombinationMatchingRule","WDC_19799","MB_5865","0.4",,"works","woher","works","woher","0.4","0.4"
"LinearCombinationMatchingRule","WDC_21913","MB_22717","0.19999999999999996",,"beatmode-n","bella","beatmode-n","bella","0.19999999999999996","0.19999999999999996"
"LinearCombinationMatchingRule","WDC_2297","MB_46648","0.4782608695652174",,"the best of pato banton","the best of","the best of pato banton","the best of","0.4782608695652174","0.4782608695652174"
"LinearCombinationMatchingRule","WDC_15438","MB_70824","0.33333333333333337",,"williamsburg","wilder","williamsburg","wilder","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_17740","MB_55651","0.375",,"heroes","herztöne","heroes","herztöne","0.375","0.375"
"LinearCombinationMatchingRule","WDC_22987","MB_49069","0.19999999999999996",,"ariana","archetypes","ariana","archetypes","0.19999999999999996","0.19999999999999996"
"LinearCombinationMatchingRule","WDC_29663","MB_74018","0.4285714285714286",,"retrato","reunite","retrato","reunite","0.4285714285714286","0.4285714285714286"
"LinearCombinationMatchingRule","WDC_4623","MB_76815","0.22535211267605637",,"i wanna be a rockstar","i wanna be someone who’s loved (from the netflix series “young royals”)","i wanna be a rockstar","i wanna be someone who’s loved (from the netflix series “young royals”)","0.22535211267605637","0.22535211267605637"
"LinearCombinationMatchingRule","WDC_31828","MB_78527","0.25",,"relaunch","redeemer","relaunch","redeemer","0.25","0.25"
"LinearCombinationMatchingRule","WDC_16651","MB_77725","0.33333333333333337",,"camacho","carnavals","camacho","carnavals","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_35459","MB_328","0.2727272727272727",,"blackstreet","blue","blackstreet","blue","0.2727272727272727","0.2727272727272727"
"LinearCombinationMatchingRule","WDC_39336","MB_58935","0.3214285714285714",,"the best of patti austin","the best of extreme: an accidental collication of atoms?","the best of patti austin","the best of extreme: an accidental collication of atoms?","0.3214285714285714","0.3214285714285714"
"LinearCombinationMatchingRule","WDC_4657","MB_33152","0.41666666666666663",,"telephantasm","telegraph","telephantasm","telegraph","0.41666666666666663","0.41666666666666663"
"LinearCombinationMatchingRule","WDC_993","MB_10768","0.33333333333333337",,"escale","espers","escale","espers","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_22158","MB_5698","0.5",,"live at the palace 1992","live at the union chapel","live at the palace 1992","live at the union chapel","0.5","0.5"
"LinearCombinationMatchingRule","WDC_993","MB_10767","0.33333333333333337",,"escale","espers","escale","espers","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_36555","MB_9052","0.4",,"superjudge","suede!","superjudge","suede!","0.4","0.4"
"LinearCombinationMatchingRule","WDC_15149","MB_68078","0.30000000000000004",,"bacdafucup","barbarians","bacdafucup","barbarians","0.30000000000000004","0.30000000000000004"
"LinearCombinationMatchingRule","WDC_33899","MB_7955","0.4444444444444444",,"wolfbiker","woptober","wolfbiker","woptober","0.4444444444444444","0.4444444444444444"
"LinearCombinationMatchingRule","WDC_30755","MB_27411","0.19999999999999996",,"lamb","lauschgift","lamb","lauschgift","0.19999999999999996","0.19999999999999996"
"LinearCombinationMatchingRule","WDC_40867","MB_80353","1.0",,"hello again","hello again","hello again","hello again","1.0","1.0"
"LinearCombinationMatchingRule","WDC_14503","MB_66435","0.19999999999999996",,"tambourine","ta-dah","tambourine","ta-dah","0.19999999999999996","0.19999999999999996"
"LinearCombinationMatchingRule","WDC_33597","MB_55323","0.33333333333333337",,"liebe","litany","liebe","litany","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_463","MB_70131","0.4285714285714286",,"remixes","remedy","remixes","remedy","0.4285714285714286","0.4285714285714286"
"LinearCombinationMatchingRule","WDC_2016","MB_17466","0.2222222222222222",,"colpevole","comfy","colpevole","comfy","0.2222222222222222","0.2222222222222222"
"LinearCombinationMatchingRule","WDC_2016","MB_17467","0.33333333333333337",,"colpevole","countdown","colpevole","countdown","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_15803","MB_18500","0.625",,"dreamer","dreamin’","dreamer","dreamin’","0.625","0.625"
"LinearCombinationMatchingRule","WDC_38825","MB_60377","0.2222222222222222",,"watchout!","wasteland","watchout!","wasteland","0.2222222222222222","0.2222222222222222"
"LinearCombinationMatchingRule","WDC_11694","MB_66481","0.5",,"live at the bohemian caverns","live at the bbc","live at the bohemian caverns","live at the bbc","0.5","0.5"
"LinearCombinationMatchingRule","WDC_5833","MB_58564","0.33333333333333337",,"flux","flutterby","flux","flutterby","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_2857","MB_17800","0.5",,"sos (explicit)","sol (ep)","sos (explicit)","sol (ep)","0.5","0.5"
"LinearCombinationMatchingRule","WDC_922","MB_541","0.40476190476190477",,"live at the ritz - an acoustic performance","live at the neptune theatre","live at the ritz - an acoustic performance","live at the neptune theatre","0.40476190476190477","0.40476190476190477"
"LinearCombinationMatchingRule","WDC_29724","MB_5859","0.2222222222222222",,"hausfrau","haramburg","hausfrau","haramburg","0.2222222222222222","0.2222222222222222"
"LinearCombinationMatchingRule","WDC_43496","MB_39135","0.375",,"the best of 50s english artists: jerry lee lewis","the best of gerald levert","the best of 50s english artists: jerry lee lewis","the best of gerald levert","0.375","0.375"
"LinearCombinationMatchingRule","WDC_9301","MB_44331","1.0",,"greatest hits","greatest hits","greatest hits","greatest hits","1.0","1.0"
"LinearCombinationMatchingRule","WDC_16047","MB_51627","0.375",,"sense","sessions","sense","sessions","0.375","0.375"
"LinearCombinationMatchingRule","WDC_8063","MB_59968","0.375",,"siberia","sideways","siberia","sideways","0.375","0.375"
"LinearCombinationMatchingRule","WDC_7841","MB_45557","0.2857142857142857",,"maxi","maunder","maxi","maunder","0.2857142857142857","0.2857142857142857"
"LinearCombinationMatchingRule","WDC_2328","MB_25276","0.4",,"dinner","disc-overy","dinner","disc-overy","0.4","0.4"
"LinearCombinationMatchingRule","WDC_3822","MB_104","0.3157894736842105",,"fly me to the moon...the great american songbook volume v","fly me to the moon","fly me to the moon...the great american songbook volume v","fly me to the moon","0.3157894736842105","0.3157894736842105"
"LinearCombinationMatchingRule","WDC_32111","MB_25393","0.2857142857142857",,"tros","trinità","tros","trinità","0.2857142857142857","0.2857142857142857"
"LinearCombinationMatchingRule","WDC_19463","MB_15329","0.5714285714285714",,"the best of shaggy","the best of lady pank","the best of shaggy","the best of lady pank","0.5714285714285714","0.5714285714285714"
"LinearCombinationMatchingRule","WDC_23613","MB_71700","0.4444444444444444",,"goasana","goddamnit","goasana","goddamnit","0.4444444444444444","0.4444444444444444"
"LinearCombinationMatchingRule","WDC_16226","MB_17894","1.0",,"greatest hits","greatest hits","greatest hits","greatest hits","1.0","1.0"
"LinearCombinationMatchingRule","WDC_26982","MB_43993","0.46153846153846156",,"the best of del amitri - hatful of rain","the best of nellie lutcher","the best of del amitri - hatful of rain","the best of nellie lutcher","0.46153846153846156","0.46153846153846156"
"LinearCombinationMatchingRule","WDC_21968","MB_38323","0.19999999999999996",,"troubadour","trainwreck","troubadour","trainwreck","0.19999999999999996","0.19999999999999996"
"LinearCombinationMatchingRule","WDC_35607","MB_7360","0.2222222222222222",,"unchained","unworthy","unchained","unworthy","0.2222222222222222","0.2222222222222222"
"LinearCombinationMatchingRule","WDC_31608","MB_16230","0.375",,"angela","anomalie","angela","anomalie","0.375","0.375"
"LinearCombinationMatchingRule","WDC_19093","MB_18577","0.18181818181818177",,"explanation","ex","explanation","ex","0.18181818181818177","0.18181818181818177"
"LinearCombinationMatchingRule","WDC_7994","MB_4064","0.25",,"memorial","me&u","memorial","me&u","0.25","0.25"
