"RecordIDS","AverageConsistency","Title-Consistency","Title-Values"
"MB_16374+WDC_200","1.0","1.0","{South Border|South Border}"
"MB_74767+WDC_40208","1.0","1.0","{The Light Within|The Light Within}"
"MB_22982+WDC_23299+WDC_25082","1.0","1.0","{Rewind|Rewind|Rewind}"
"MB_139+WDC_33872","1.0","1.0","{Sobindo|Sobindo}"
"MB_39163+MB_39164+spy_9992","1.0","1.0","{The Unforgiven|The Unforgiven|The Unforgiven}"
"MB_18977+WDC_41946+WDC_5157","1.0","1.0","{Nightside Emanations|Nightside Emanations|Nightside Emanations}"
"MB_8988+WDC_8991","1.0","1.0","{From First to Last|From First To Last}"
"WDC_1256+WDC_1273+WDC_14485+WDC_18954+WDC_2064+WDC_31557+WDC_3610+WDC_42821+spy_1306","1.0","1.0","{Goo|Goo|Goo|Goo|Goo|Goo|Goo|Goo|Goo}"
"MB_28733+spy_6306","1.0","1.0","{STRIPPER|STRIPPER}"
"MB_20168+WDC_27083","1.0","1.0","{Timelines|Timelines}"
"MB_65751+WDC_30732","1.0","1.0","{Van Gaal is hier|Van Gaal Is Hier}"
"MB_74098+MB_74104+spy_5418","1.0","1.0","{Blown Away|Blown Away|Blown Away}"
"MB_79309+WDC_25535+WDC_28062","0.6666666666666666","0.6666666666666666","{Live in Moscow|Live in Moscow (Explicit)|Live in Moscow (Explicit)}"
"MB_37925+WDC_13134+WDC_1479+WDC_20635+WDC_25806+WDC_28398+WDC_3185+WDC_32169+WDC_37042+WDC_37280+WDC_40162","0.9090909090909091","0.9090909090909091","{Brothers in Arms|Brothers In Arms|Brothers In Arms|Brothers In Arms|Brothers In Arms (Live)|Brothers In Arms|Brothers In Arms|Brothers In Arms|Brothers In Arms|Brothers In Arms|Brothers In Arms}"
"MB_50291+WDC_19216+WDC_9211","1.0","1.0","{Two Angels and a Dream|Two Angels And A Dream|Two Angels And A Dream}"
"MB_6909+WDC_17201+WDC_1754+WDC_7815","1.0","1.0","{The Right to Be Italian|The Right To Be Italian|The Right To Be Italian|The Right To Be Italian}"
"MB_55507+spy_15249","1.0","1.0","{Trap Sauce : The Album|Trap Sauce : The Album}"
"MB_24587+WDC_10529+WDC_12683+WDC_15499+WDC_33490+WDC_5024","1.0","1.0","{Trust|Trust|Trust|Trust|Trust|Trust}"
"MB_44564+WDC_10764","1.0","1.0","{Erotik|Erotik}"
"MB_29635+WDC_7806","1.0","1.0","{Total Destruction|Total Destruction}"
"MB_75819+WDC_21412+WDC_9316","1.0","1.0","{My Gods|My Gods|My Gods}"
"MB_9697+spy_9330","1.0","1.0","{2 AM|2 AM}"
"MB_72560+WDC_11477","1.0","1.0","{Rave Heaven|Rave Heaven}"
"MB_72421+WDC_36227+WDC_42492","0.6666666666666666","0.6666666666666666","{Fire on the Bayou|Fire On the Bayou (Live)|Fire on the Bayou (Live)}"
"MB_28104+MB_28105+spy_13059","1.0","1.0","{SURF OR DROWN|SURF OR DROWN|SURF OR DROWN}"
"MB_47643+WDC_28368","1.0","1.0","{On Covers II|On Covers II}"
"MB_63965+WDC_20385","1.0","1.0","{Back|Back}"
"MB_73457+WDC_28509","1.0","1.0","{Epic|Epic}"
"MB_20021+spy_15346","1.0","1.0","{Un Petit Pas Pour Lemsi|Un petit pas pour Lemsi}"
"MB_61309+WDC_29077","1.0","1.0","{Rhapsody in Blue + An American in Paris|Rhapsody In Blue & An American In Paris}"
"MB_79515+WDC_7062","1.0","1.0","{Photos de famille|Photos de Famille}"
"MB_29718+WDC_8972","1.0","1.0","{Guru Overlord|Guru Overlord}"
"MB_71433+WDC_10808","1.0","1.0","{There Goes the Neighborhood|There Goes The Neighborhood}"
"MB_23865+WDC_17467+WDC_23855+WDC_7450+WDC_9423","1.0","1.0","{Tamia|Tamia|Tamia|Tamia|Tamia}"
"MB_59330+WDC_39493","1.0","1.0","{Flashback|Flashback}"
"MB_46091+spy_11576","1.0","1.0","{Enrique Iglesias|Enrique Iglesias}"
"MB_45366+WDC_39190","1.0","1.0","{orphaned deejay selek 2006–2008|orphaned deejay selek 2006-2008}"
"MB_59383+WDC_41764","1.0","1.0","{Good To Go Lover|Good To Go Lover}"
"MB_60413+WDC_19447","1.0","1.0","{Live in Kyoto 1978|Live In Kyoto 1978}"
"MB_46590+spy_1005","1.0","1.0","{To Kati Parapano|To Kati Parapano}"
"MB_17268+spy_8734","1.0","1.0","{Sway|Sway}"
"MB_15551+spy_3476","1.0","1.0","{Hidup Lebih Indah|Hidup Lebih Indah}"
"MB_31282+spy_12020","1.0","1.0","{Parlami|Parlami}"
"MB_21640+WDC_11706+WDC_1407+WDC_14503+WDC_26700+WDC_4031","1.0","1.0","{Tambourine|Tambourine|Tambourine|Tambourine|Tambourine|Tambourine}"
"MB_4070+WDC_32571+WDC_37901","0.6666666666666666","0.6666666666666666","{You're Stronger Than You Know|You're Stronger Than You Know (Explicit)|You're Stronger Than You Know (Explicit)}"
"MB_35135+WDC_35792","1.0","1.0","{I Remember You|I Remember You}"
"MB_57417+MB_57425+WDC_21786+spy_15192","1.0","1.0","{I Don’t Want: The Gold Fire Sessions|I Don’t Want: The Gold Fire Sessions|I Don't Want: The Gold Fire Sessions|I Don't Want: The Gold Fire Sessions}"
"MB_3131+WDC_41850","1.0","1.0","{Innocent Man|Innocent Man}"
"WDC_37784+spy_10589","1.0","1.0","{Breathe In. Breathe Out.|Breathe In. Breathe Out.}"
"MB_64881+spy_13227","1.0","1.0","{Blonde|Blonde}"
"MB_28206+WDC_15619","0.0","0.0","{Eye of the Tiger|Eye Of The Tiger 2006 Master}"
"MB_40071+WDC_37828","1.0","1.0","{Ethereal|Ethereal}"
"MB_26655+MB_26660+spy_3450","0.6666666666666666","0.6666666666666666","{Spirit in the Sky|Spirit in the Sky (Acoustic)|Spirit in the Sky}"
"MB_57090+WDC_30400","1.0","1.0","{Featuring the Human Host and the Heavy Metal Kids|Featuring The Human Host and The Heavy Metal Kids}"
"MB_16179+WDC_31190+WDC_4756","1.0","1.0","{Carla|Carla|Carla}"
"MB_23546+spy_1104","1.0","1.0","{bcos u will never b free|Bcos U Will Never B Free}"
"MB_30830+WDC_9220","1.0","1.0","{Sleepwalker’s Conviction|Sleepwalker's Conviction}"
"MB_79238+spy_6957","1.0","1.0","{I Owe You Nothing / Remember|I Owe You Nothing / Remember}"
"MB_54039+WDC_30762","1.0","1.0","{Swamplord|Swamplord}"
"WDC_33866+spy_2117","1.0","1.0","{Lucky Girl|Lucky Girl}"
"MB_68344+WDC_11073+WDC_13142+WDC_26640+WDC_26811+WDC_26824","1.0","1.0","{Ecotopia|Ecotopia|Ecotopia|Ecotopia|Ecotopia|Ecotopia}"
"MB_74100+spy_5415","1.0","1.0","{Some Hearts|Some Hearts}"
"WDC_7787+spy_6276","1.0","1.0","{The Collection|The Collection}"
"MB_54206+MB_54208+spy_8650","1.0","1.0","{SPACEMAN|SPACEMAN|SPACEMAN}"
"MB_31038+WDC_19133","1.0","1.0","{Drift Away From Evil|Drift Away from Evil}"
"MB_60930+spy_16150","1.0","1.0","{Ho un piano|Ho Un Piano}"
"MB_41453+WDC_10793+WDC_10813+WDC_17045+WDC_201+WDC_8881+WDC_917","1.0","1.0","{Away From the Sun|Away From The Sun|Away From The Sun|Away From The Sun|Away From The Sun|Away From The Sun|Away From The Sun}"
"MB_19475+spy_17537","1.0","1.0","{Miri Mesika|Miri Mesika}"
"MB_56990+WDC_36978","1.0","1.0","{Understated|Understated}"
"MB_29973+MB_29974+spy_14248","1.0","1.0","{Kandydaci na szaleńców|Kandydaci na szaleńców|Kandydaci na szaleńców}"
"MB_20240+WDC_24078","0.0","0.0","{Stonekiller / Web of Sin|Stonekiller / Web of Sin (2017 Remaster)}"
"MB_4719+WDC_28549","1.0","1.0","{Can't Get Enough|Can't Get Enough}"
"MB_16454+WDC_43410","1.0","1.0","{Absence|Absence}"
"MB_66949+spy_10451","1.0","1.0","{Twerkulator|Twerkulator}"
"MB_32814+WDC_11622+WDC_24106","0.6666666666666666","0.6666666666666666","{Silent Alarm Live|Silent Alarm Live (Explicit)|Silent Alarm Live (Explicit)}"
"MB_21284+WDC_4601","1.0","1.0","{The Last Summer|The Last Summer}"
"MB_38627+spy_2462","1.0","1.0","{Taaza Khabar|Taaza Khabar}"
"MB_56368+WDC_45212","1.0","1.0","{Fountains of Wayne|Fountains of Wayne}"
"MB_50273+spy_19783","1.0","1.0","{Something Higher|Something Higher}"
"MB_32067+spy_8383","1.0","1.0","{10 Tracks to Echo in the Dark|10 Tracks to Echo in the Dark}"
"MB_31037+WDC_18737+WDC_40321","1.0","1.0","{Hell a Go Pop|Hell A Go Pop|Hell A Go Pop}"
"MB_72984+WDC_18717+WDC_38111","1.0","1.0","{Relieve|Relieve|Relieve}"
"MB_54783+WDC_27102+WDC_44376","0.6666666666666666","0.6666666666666666","{Heaven Is In Your Mind|Heaven Is In Your Mind (Live)|Heaven Is In Your Mind (Live)}"
"MB_69372+spy_3000","0.0","0.0","{Wall Of Love (Acoustic)|Wall Of Love}"
"MB_78597+spy_8893","1.0","1.0","{Amores Perros, Voe!|Amores Perros, Voe!}"
"MB_38653+WDC_32358+WDC_9478","1.0","1.0","{In the Air|In The Air|In The Air}"
"MB_68232+WDC_34739","1.0","1.0","{Nicht nur Worte|Nicht nur Worte}"
"MB_42780+WDC_1781","0.0","0.0","{Two By Two: Piano-Bass Duets, Volume One|Two By Two - Piano Bass Duets Vol. I}"
"MB_8735+WDC_14261+WDC_7165","1.0","1.0","{Nobody’s Love|Nobody's Love|Nobody's Love}"
"MB_49358+WDC_38721+WDC_5980","1.0","1.0","{Eyes of a Woman|Eyes Of A Woman|Eyes Of A Woman}"
"MB_78802+WDC_32276","1.0","1.0","{All Over the Place|All Over the Place}"
"MB_30409+WDC_18450","1.0","1.0","{Tuesday Night Music Club|Tuesday Night Music Club}"
"MB_72667+WDC_10877+WDC_33290","1.0","1.0","{Smile|Smile|Smile}"
"MB_20844+MB_20848+MB_20849+spy_11638","1.0","1.0","{Actual Life (April 14 - December 17 2020)|Actual Life (April 14 – December 17 2020)|Actual Life (April 14 - December 17 2020)|Actual Life (April 14 - December 17 2020)}"
"MB_76757+WDC_5146","0.0","0.0","{Count Me In|Count Me In (Explicit)}"
"MB_43225+spy_18970","1.0","1.0","{NONSTOP|NONSTOP}"
"WDC_40226+spy_10293","1.0","1.0","{Ganz Oben (Mixtape)|Ganz Oben (Mixtape)}"
"MB_43543+WDC_38848","1.0","1.0","{Ghetto Rock|Ghetto Rock}"
"MB_14823+spy_13738","1.0","1.0","{Ghostboy|Ghostboy}"
"MB_9152+WDC_30136","1.0","1.0","{Shades of Purple|Shades Of Purple}"
"MB_43751+WDC_38660","1.0","1.0","{Bowo|Bowo}"
"MB_23883+WDC_6727","1.0","1.0","{Seemannsgarn|Seemannsgarn}"
"MB_54943+spy_9804","1.0","1.0","{You Should Be Here|You Should Be Here}"
"MB_13643+WDC_35568","1.0","1.0","{Östen sjunger Edvard Persson|Östen sjunger Edvard Persson}"
"MB_64981+spy_18170","1.0","1.0","{Dustbowl Dreams|Dustbowl Dreams}"
"MB_63158+WDC_37366","1.0","1.0","{Daydreamer|Daydreamer}"
"MB_60931+spy_16147","1.0","1.0","{Love Life Peace|Love Life Peace}"
"MB_41057+WDC_1385+WDC_27080","1.0","1.0","{Amsterdam After Dark|Amsterdam After Dark|Amsterdam After Dark}"
"MB_64914+spy_6096","1.0","1.0","{V|V}"
"MB_7253+WDC_1145+WDC_18526+WDC_28548+WDC_29606+WDC_29656","1.0","1.0","{(how to live) AS GHOSTS|(how to live) AS GHOSTS|(how to live) AS GHOSTS|(how to live) AS GHOSTS|(how to live) AS GHOSTS|(how to live) AS GHOSTS}"
"MB_31281+spy_12022","1.0","1.0","{Ho conosciuto la mia ombra!|HO CONOSCIUTO LA MIA OMBRA!}"
"MB_54742+MB_54743+spy_5935","1.0","1.0","{Buscando un amor|Buscando un amor|Buscando un Amor}"
"MB_78621+WDC_13720","1.0","1.0","{Lights Out / New Day|Lights Out / New Day}"
"MB_4811+WDC_6206","1.0","1.0","{Enjoy Yourself|Enjoy Yourself}"
"MB_53028+WDC_24053","1.0","1.0","{July|July}"
"MB_54591+WDC_18384","1.0","1.0","{Elvin!|Elvin!}"
"MB_38998+spy_9209","1.0","1.0","{Loso’s Way|Loso's Way}"
"MB_67306+WDC_20957","1.0","1.0","{Creature Of War VIP|Creature of War (VIP)}"
"MB_12004+WDC_42407+WDC_42701","1.0","1.0","{Love Life|Love Life|Love Life}"
"MB_77749+WDC_26190","1.0","1.0","{Leave The Light On|Leave The Light On}"
"MB_76233+WDC_11022+WDC_17666+WDC_18031+WDC_26916+WDC_33725+WDC_5071+WDC_5165+WDC_6824+WDC_9557+WDC_997","1.0","1.0","{MTV Unplugged In New York|MTV Unplugged In New York|MTV Unplugged In New York|MTV Unplugged In New York|MTV Unplugged In New York|MTV Unplugged In New York|MTV Unplugged In New York|MTV Unplugged In New York|MTV Unplugged In New York|MTV Unplugged In New York|MTV Unplugged In New York}"
"MB_58451+WDC_20521","0.0","0.0","{Magenta Riddim|Maradona Riddim}"
"MB_79889+WDC_25088","1.0","1.0","{The Best|The best}"
"MB_69517+WDC_21049","1.0","1.0","{Tokyo Blue|TOKYO BLUE}"
"MB_15464+WDC_12977+WDC_27461+WDC_31775+WDC_36666","1.0","1.0","{Go!|Go!|Go!|Go!|Go!}"
"MB_76645+spy_1142","1.0","1.0","{¿Dónde estabas tú?|¿Dónde Estabas Tú?}"
"MB_44972+WDC_24068","1.0","1.0","{The Flying Lizards|The Flying Lizards}"
"MB_26401+WDC_17067","1.0","1.0","{The 12 Seasons|The 12 Seasons}"
"MB_23008+WDC_10260","1.0","1.0","{Nasty Girl|Nasty Girl}"
"MB_63706+WDC_10664+WDC_29219","0.6666666666666666","0.6666666666666666","{Holiday at Lake Bodom: 15 Years of Wasted Youth|Holiday At Lake Bodom, 15 Years of Wasted Youth (Explicit)|Holiday At Lake Bodom, 15 Years of Wasted Youth (Explicit)}"
"MB_9614+WDC_35953","1.0","1.0","{L'Aventura|L'Aventura}"
"MB_10401+WDC_14863","1.0","1.0","{Green Rocky Road|Green Rocky Road}"
"MB_5431+WDC_42515+WDC_7761","1.0","1.0","{Shine EP|Shine EP|Shine EP}"
"MB_22824+WDC_4054","1.0","1.0","{Rock Me: The Best Of|Rock Me: the Best of}"
"MB_26499+spy_2205","1.0","1.0","{Keep Moving|Keep Moving}"
"MB_50869+WDC_37960","1.0","1.0","{More Than Ever|More Than Ever}"
"MB_30566+WDC_7227","1.0","1.0","{Tusen år har gått...|Tusen år har gått}"
"MB_14856+WDC_8622","1.0","1.0","{Spiders|Spiders}"
"MB_21618+spy_2526","1.0","1.0","{SHINE|Shine}"
"MB_52583+WDC_37115","1.0","1.0","{Action|Action}"
"MB_12809+WDC_16521","1.0","1.0","{Go Go Go Go!|Go Go Go Go!}"
"MB_71121+WDC_17202","1.0","1.0","{You Wake Up at Sea Tac|You Wake Up At Sea Tac}"
"MB_3227+WDC_12025","1.0","1.0","{Abstractions|Abstractions}"
"MB_38932+WDC_19392+WDC_247+WDC_25530+WDC_27597+WDC_36895","1.0","1.0","{Underwater Sunshine (or What We Did on Our Summer Vacation)|Underwater Sunshine (Or What We Did on Our Summer Vacation)|Underwater Sunshine (Or What We Did on Our Summer Vacation)|Underwater Sunshine (Or What We Did on Our Summer Vacation)|Underwater Sunshine (Or What We Did on Our Summer Vacation)|Underwater Sunshine (Or What We Did on Our Summer Vacation)}"
"MB_55201+spy_19165","1.0","1.0","{Visitor|Visitor}"
"MB_69598+WDC_4992","1.0","1.0","{The Archaic Abattoir|The Archaic Abattoir}"
"MB_60293+spy_3692","1.0","1.0","{VORY|VORY}"
"MB_76470+spy_432","1.0","1.0","{Simplicia|Simplicia}"
"MB_47187+spy_788","1.0","1.0","{7VEN|7VEN}"
"MB_4879+spy_1847","1.0","1.0","{Early in the Morning|Early In The Morning}"
"MB_28220+spy_20070","0.0","0.0","{Photo|Phulkari}"
"MB_42205+WDC_32104","1.0","1.0","{Natural Rebel (Deluxe)|Natural Rebel (Deluxe)}"
"MB_4520+WDC_16376+WDC_21169+WDC_39336+WDC_40124","1.0","1.0","{The Best of Patti Austin|The Best Of Patti Austin|The Best Of Patti Austin|The Best Of Patti Austin|The Best Of Patti Austin}"
"MB_34476+spy_11521","1.0","1.0","{Chiquitita|Chiquitita}"
"MB_51933+WDC_16783","1.0","1.0","{The Episodes|The Episodes}"
"MB_32210+WDC_34769","1.0","1.0","{Hang Love|Hang Love}"
"MB_40748+spy_10314","1.0","1.0","{Experience Report #1|Experience Report #1}"
"MB_12538+MB_12545+spy_1689","1.0","1.0","{Good by Sunday|Good By Sunday|Good by Sunday}"
"MB_71954+WDC_3557","1.0","1.0","{Falling Remixes|Falling Remixes}"
"MB_9437+spy_9561","1.0","1.0","{One Night Only|One Night Only}"
"MB_69314+spy_11066","1.0","1.0","{This Love|This Love}"
"MB_15132+WDC_1233+WDC_13274+WDC_27563+WDC_45201+WDC_5766","1.0","1.0","{Heavy|Heavy|Heavy|Heavy|Heavy|Heavy}"
"MB_48448+spy_9857","1.0","1.0","{Floor Seats II|Floor Seats II}"
"MB_52821+spy_119","1.0","1.0","{Le Bruit De Mon Âme|Le bruit de mon âme}"
"MB_48606+spy_18176","1.0","1.0","{GAME BOY|GAME BOY}"
"MB_61391+WDC_36181+WDC_40179","1.0","1.0","{Daybreak|Daybreak|Daybreak}"
"MB_64380+WDC_25378+WDC_38709","1.0","1.0","{No Sounds Are Out of Bounds|No Sounds Are out of Bounds|No Sounds Are out of Bounds}"
"MB_23077+WDC_44096","1.0","1.0","{L'Atelier|L'Atelier}"
"MB_51484+spy_18062","1.0","1.0","{1940 Carmen|1940 Carmen}"
"MB_29425+MB_29429+WDC_7088+spy_14695","1.0","1.0","{Lunas rotas|Lunas rotas|Lunas rotas|Lunas rotas}"
"MB_36205+spy_7282","1.0","1.0","{Hombres con pañales|Hombres Con Pañales}"
"MB_77448+WDC_12716","1.0","1.0","{re:member|re:member}"
"MB_5748+WDC_11681+WDC_14372+WDC_25175+WDC_8149+spy_11680","1.0","1.0","{Luck of the Draw|Luck Of The Draw|Luck Of The Draw|Luck Of The Draw|Luck Of The Draw|Luck Of The Draw}"
"MB_45704+spy_3968","1.0","1.0","{MOVIE|MOVIE}"
"MB_30871+spy_12779","1.0","1.0","{Tutur Batin|Tutur Batin}"
"MB_22480+WDC_24526","1.0","1.0","{Les Cinq Saisons|Les Cinq Saisons}"
"MB_49616+WDC_14483","1.0","1.0","{Can't Wait Another Day|Can't Wait Another Day}"
"MB_55568+spy_11162","1.0","1.0","{Strays with Rabies|Strays with Rabies}"
"MB_13961+WDC_30008+WDC_33958","1.0","1.0","{Providence Canyon|Providence Canyon|Providence Canyon}"
"MB_59161+spy_6770","1.0","1.0","{Yuna|Yuna}"
"MB_19898+spy_18653","1.0","1.0","{Roi|Roi}"
"MB_44694+WDC_9922","1.0","1.0","{Fine Upstanding Citizen|Fine Upstanding Citizen}"
"MB_34437+WDC_24863","1.0","1.0","{Worlds Away|Worlds Away}"
"MB_19434+WDC_40197","1.0","1.0","{Luglio|Luglio}"
"MB_50777+WDC_6668","1.0","1.0","{Declaration of Dependence|Declaration Of Dependence}"
"MB_64263+spy_7201","1.0","1.0","{Smack a Bitch|Smack a Bitch}"
"MB_6201+WDC_12223","1.0","1.0","{Blauwe Ruis|Blauwe Ruis}"
"MB_73459+WDC_30243","1.0","1.0","{Everyday|Everyday}"
"MB_66765+WDC_38009","1.0","1.0","{Forest of the Impaled|Forest of the Impaled}"
"MB_74154+WDC_22580","1.0","1.0","{Purr|Purr}"
"MB_6681+WDC_44740","0.0","0.0","{The Remixes, Volume 2|The Remixes Vol. 2}"
"MB_32065+WDC_34872+spy_8384","1.0","1.0","{Naïve|Naïve|Naïve}"
"MB_70887+WDC_37510","1.0","1.0","{Black Coffee|Black Coffee}"
"MB_29082+spy_18689","1.0","1.0","{Down on My Luck|Down On My Luck}"
"MB_72035+spy_14498","0.0","0.0","{Twerk It Like Miley [Hedegaard Remix]|Twerk It Like Miley}"
"MB_42455+spy_11323","1.0","1.0","{Mecnun|Mecnun}"
"MB_5345+WDC_27364","1.0","1.0","{The Darkest Red|The Darkest Red}"
"MB_27033+MB_27035+spy_14226","1.0","1.0","{Hot Shot|Hot Shot|Hot Shot}"
"MB_36573+WDC_39943","1.0","1.0","{Pearls in Dirt|Pearls In Dirt}"
"MB_31220+spy_4706","1.0","1.0","{Roll Away the Stone|Roll Away The Stone}"
"MB_72662+WDC_17553","1.0","1.0","{Red Pond|Red Pond}"
"MB_29625+MB_29626+spy_14386","1.0","1.0","{Try / Dark Strings|Try / Dark Strings|Try / Dark Strings}"
"MB_64551+WDC_32363+WDC_43696","0.6666666666666666","0.6666666666666666","{God Says No|God Says No (Deluxe [Explicit])|God Says No}"
"MB_46155+WDC_18930+WDC_40532+WDC_44761","0.75","0.75","{Stopped Believing in Santa|Stopped Believing In Santa (Explicit)|Stopped Believing In Santa (Explicit)|Stopped Believing In Santa (Explicit)}"
"MB_75657+spy_14933","1.0","1.0","{Dance Pause|Dance Pause}"
"MB_14910+WDC_27418","1.0","1.0","{Sans Forcer|Sans forcer}"
"MB_47848+WDC_13899","0.0","0.0","{Human After All|Human After All (Medley)}"
"MB_3226+WDC_7781","1.0","1.0","{Kogetsudai|Kogetsudai}"
"MB_65597+WDC_23317+WDC_2956+WDC_34941+WDC_37451","1.0","1.0","{Extrapolation|Extrapolation|Extrapolation|Extrapolation|Extrapolation}"
"MB_55318+WDC_20183","1.0","1.0","{Les nouveaux héros|Les nouveaux héros}"
"MB_30628+spy_19218","1.0","1.0","{Sonu Nigam: Best of Me|Sonu Nigam: Best of Me}"
"MB_116+WDC_34830","1.0","1.0","{3-D Lifestyles|3-D Lifestyles}"
"MB_55276+WDC_40458","1.0","1.0","{Being Water|Being Water}"
"MB_23108+spy_6126","1.0","1.0","{Gamesofluck|Gamesofluck}"
"MB_33586+WDC_40977","1.0","1.0","{God Rest Ye Merry Gentlemen|God Rest Ye Merry Gentlemen}"
"MB_42735+MB_42738+spy_12491","1.0","1.0","{Tangga|Tangga|Tangga}"
"MB_17332+spy_6346","0.0","0.0","{1 Dois 3 ao Vivo - Em Goiânia|1 Dois 3 (Ao Vivo)}"
"MB_18889+spy_410","1.0","1.0","{1974|1974}"
"MB_25911+WDC_10896","1.0","1.0","{Valon maa|Valon maa}"
"MB_10798+WDC_12878","1.0","1.0","{Honeymoon|Honeymoon}"
"MB_48058+WDC_28386","1.0","1.0","{Land of Enchantment|Land of Enchantment}"
"MB_38320+WDC_1022+WDC_26277+WDC_36190+WDC_39966","1.0","1.0","{Fifty Million People Can't Be Wrong|Fifty Million People Can't Be Wrong|Fifty Million People Can't Be Wrong|Fifty Million People Can't Be Wrong|Fifty Million People Can't Be Wrong}"
"MB_164+WDC_1842+WDC_19530+WDC_22583","0.0","0.0","{Nothing in This World|Nothing In This World (Int'l Maxi)|Nothing In This World (U.K. 2-Track)|Nothing In This World (U.S. Maxi Single)}"
"WDC_30182+WDC_3609+WDC_4070+WDC_6447+WDC_669+WDC_6721+spy_649","1.0","1.0","{The Documentary|The Documentary|The Documentary|The Documentary|The Documentary|The Documentary|The Documentary}"
"MB_77360+WDC_39484","1.0","1.0","{Silhouettes|Silhouettes}"
"MB_1070+WDC_37894","1.0","1.0","{Greatest Hits|Greatest Hits}"
"MB_16064+spy_252","0.0","0.0","{Ljuset i tunneln|Ljuset i tunneln (feat. Lorentz)}"
"MB_71935+WDC_15299+WDC_27848+WDC_3386+WDC_41313+WDC_6797+WDC_783","1.0","1.0","{Slow New York|Slow New York|Slow New York|Slow New York|Slow New York|Slow New York|Slow New York}"
"MB_936+spy_10325","1.0","1.0","{Good Without|Good Without}"
"MB_20394+WDC_29635+WDC_3677","1.0","1.0","{Rubycon|Rubycon|Rubycon}"
"MB_64757+MB_64763+MB_64765+spy_9595","1.0","1.0","{Yo creo|Yo creo|Yo creo|Yo Creo}"
"MB_70623+WDC_20680+WDC_21789","1.0","1.0","{Black Sea / Wavejumper (Aqualung versions)|Black Sea / Wavejumper Aqualung Versions|Black Sea / Wavejumper Aqualung Versions}"
"WDC_28566+spy_3090","1.0","1.0","{Sandstorm|Sandstorm}"
"MB_52416+WDC_7540","1.0","1.0","{Black Mama|Black Mama}"
"MB_35379+WDC_16580","1.0","1.0","{Christmas Time Is Here|Christmas Time Is Here}"
"MB_74008+spy_6941","1.0","1.0","{Greatest Hits|Greatest Hits}"
"MB_15170+WDC_12759+WDC_17634","1.0","1.0","{All I Am|All I Am|All I Am}"
"MB_55087+spy_9320","1.0","1.0","{Recreational Love|Recreational Love}"
"MB_53548+spy_4609","1.0","1.0","{Bürgermeister|Bürgermeister}"
"MB_46154+WDC_1353+WDC_31164","1.0","1.0","{Wrote A Song About You|Wrote A Song About You|Wrote A Song About You}"
"MB_33423+WDC_4033","1.0","1.0","{Live Progression|Live Progression}"
"MB_70082+WDC_10362+WDC_1118+WDC_25183+WDC_30965","0.6","0.6","{Script of the Bridge|Script Of The Bridge - 25th Anniversary Edition|Script of the Bridge (Remastered)|Script of the Bridge (Remastered)|Script of the Bridge (Remastered)}"
"MB_21530+WDC_45164","1.0","1.0","{All‐4‐One|All-4-One}"
"MB_16856+WDC_35804","1.0","1.0","{We Could Be Lovers|We Could Be Lovers}"
"MB_44179+WDC_14332","1.0","1.0","{Moving|Moving}"
"MB_4492+spy_6197","1.0","1.0","{Party of One|Party Of One}"
"MB_13781+WDC_6198","1.0","1.0","{Naturbål|Naturbål}"
"MB_26228+WDC_35594","1.0","1.0","{Insen|Insen}"
"MB_65334+WDC_44220","1.0","1.0","{The Next Hundred Years|The Next Hundred Years}"
"MB_50872+spy_12357","1.0","1.0","{Lazers Not Included|Lazers Not Included}"
"MB_51749+WDC_13240","1.0","1.0","{Duniya|Duniya}"
"MB_63957+WDC_14938+WDC_19195+WDC_31435","1.0","1.0","{Outside the Skyline|Outside the Skyline|Outside the Skyline|Outside the Skyline}"
"MB_80233+WDC_31272","1.0","1.0","{The Master Plan|The Master Plan}"
"MB_47868+spy_16417","1.0","1.0","{Southern Style (Deluxe)|Southern Style (Deluxe)}"
"MB_7180+WDC_40536","0.0","0.0","{State Property Presents Chain Gang, Volume 2|State Property Presents The Chain Gang Vol II}"
"MB_58761+WDC_24595+WDC_28220","1.0","1.0","{Goodbye Is A New Beginning|Goodbye is a New Beginning|Goodbye is a New Beginning}"
"MB_33916+spy_3480","1.0","1.0","{La Quiete|La Quiete}"
"MB_13962+WDC_34558","1.0","1.0","{Shine On Rainy Day|Shine On Rainy Day}"
"MB_663+spy_6204","1.0","1.0","{Vita vera mixtape|Vita Vera Mixtape}"
"MB_39366+WDC_15118+WDC_2992+WDC_43231","0.75","0.75","{Some Kind of Trouble|Some Kind of Trouble (Deluxe Edition)|Some Kind of Trouble|Some Kind of Trouble}"
"MB_44359+spy_13786","1.0","1.0","{Isa|Isa}"
"MB_54370+WDC_11129","0.0","0.0","{In the Trash|In the Trash (Explicit)}"
"MB_53150+WDC_44350","1.0","1.0","{Predictions of the Future|Predictions of the Future}"
"MB_72587+WDC_12466","1.0","1.0","{DNA|DNA}"
"MB_33873+WDC_10231","1.0","1.0","{Blood Libels|Blood Libels}"
"MB_7052+WDC_20485+WDC_339+WDC_41031","1.0","1.0","{Sophisticated Ladies|Sophisticated Ladies|Sophisticated Ladies|Sophisticated Ladies}"
"MB_25043+WDC_3670","1.0","1.0","{The Dreams of Johnny Mercer|The Dreams Of Johnny Mercer}"
"MB_16703+spy_1027","1.0","1.0","{Por su atención gracias|Por su Atención, Gracias}"
